ENSEMBLID	Gene	ENTREZID
6337	ENSDARG00000056023	hoxb9a	30344
6338	ENSDARG00000056026	tprg1	560596
6339	ENSDARG00000056027	hoxb8a	30343
6340	ENSDARG00000056030	hoxb7a	58044
6341	ENSDARG00000056047	noxa1	556318
6343	ENSDARG00000056144	tmem150b	556933
6344	ENSDARG00000056178	dpt	555282
6345	ENSDARG00000056193	nme7	30086
6346	ENSDARG00000056200	abcb9	570148
6347	ENSDARG00000056203	si:ch211-201h21.5	555526
6348	ENSDARG00000056204	zgc:113436	503528
6349	ENSDARG00000056211	ogfod2	790923
6350	ENSDARG00000056258	cdc27	30450
6351	ENSDARG00000056259	TMEM131	557719
6352	ENSDARG00000056281	cyb561a3a	100002371
6353	ENSDARG00000056284	drd7	100002285
6354	ENSDARG00000056324	zgc:123295	641564
6355	ENSDARG00000056347	rab3aa	445024
6356	ENSDARG00000056367	mpv17l2	436840
6357	ENSDARG00000056378	ifi30	336503
6358	ENSDARG00000056386	TMC1	567237
6359	ENSDARG00000056394	TOM1L2	100535615
6360	ENSDARG00000056414	usp1	322007
6361	ENSDARG00000056443	zgc:152753	553486
6362	ENSDARG00000056467	tmub2	368511
6363	ENSDARG00000056468	asb16	678621
6364	ENSDARG00000056477	ccdc125	565477
6365	ENSDARG00000056481	vat1	368752
6367	ENSDARG00000056726	mettl7a.1	569131
6368	ENSDARG00000056767	itgb3a	564266
6369	ENSDARG00000056768	rprml	100073335
6370	ENSDARG00000056773	zgc:163079	100006550
6372	ENSDARG00000056791	pde6ga	553708
6373	ENSDARG00000056798	zgc:123297	641563
6374	ENSDARG00000056833	SVOP	559162
6375	ENSDARG00000056842	usp30	559099
6376	ENSDARG00000056855	gatc	558898
6377	ENSDARG00000056862	cep63	393574
6378	ENSDARG00000056924	sap130a	100073341
6379	ENSDARG00000057013	cadm3	692273
6380	ENSDARG00000057245	im:7138535	797998
6381	ENSDARG00000057276	iqca1	553364
6382	ENSDARG00000057414	phb	321346
6383	ENSDARG00000057497	stk35l	494084
6384	ENSDARG00000057633	cxcr4a	140747
6385	ENSDARG00000057679	sh2b1	558152
6386	ENSDARG00000057683	mcm6	566409
6387	ENSDARG00000057688	ical1	378720
6388	ENSDARG00000057707	zgc:66443	406856
6389	ENSDARG00000057772	marchf7	100136862
6390	ENSDARG00000057782	BAZ2B	561095
6391	ENSDARG00000057833	GULP1	100006392
6392	ENSDARG00000057853	atp6v0ca	192336
6393	ENSDARG00000057857	arfrp1	503602
6394	ENSDARG00000057867	lasp1	323216
6395	ENSDARG00000057910	mrps34	795846
6396	ENSDARG00000057984	eps8l1a	503735
6398	ENSDARG00000058068	tnfsf10l4	503595
6399	ENSDARG00000058088	aifm1	373125
6400	ENSDARG00000058103	glra4b	192125
6401	ENSDARG00000058105	rpl36a	195819
6402	ENSDARG00000058120	GPR83	100002786
6403	ENSDARG00000058128	msna	286739
6404	ENSDARG00000058140	odad4	393286
6405	ENSDARG00000058145	ATP7B	556499
6406	ENSDARG00000058148	dnajc7	406579
6407	ENSDARG00000058154	ZNF385C	793202
6408	ENSDARG00000058165	HTR2A	559806
6409	ENSDARG00000058179	ackr3b	561050
6410	ENSDARG00000058267	glmna	492774
6411	ENSDARG00000058323	tmbim1a	449819
6412	ENSDARG00000058325	casp8	58022
6413	ENSDARG00000058348	scinlb	406363
6414	ENSDARG00000058354	selenot1a	352919
6415	ENSDARG00000058414	bglap	792433
6416	ENSDARG00000058462	zgc:158846	100009654
6417	ENSDARG00000058473	st6galnac3	322609
6418	ENSDARG00000058494	dnaja3a	335894
6420	ENSDARG00000058522	shq1	567601
6421	ENSDARG00000058533	pole	553405
6422	ENSDARG00000058605	vsig10	100005564
6423	ENSDARG00000058608	wsb2	100307075
6424	ENSDARG00000058638	si:ch211-71m22.1	100149582
6425	ENSDARG00000058660	ilf3a	324431
6426	ENSDARG00000058695	DDR2	559428
6427	ENSDARG00000058699	TMEFF2	797681
6430	ENSDARG00000058719	si:dkey-119f1.1	557127
6431	ENSDARG00000058734	prdx1	541344
6432	ENSDARG00000058771	NAV1	100005000
6433	ENSDARG00000058815	ihhb	30299
6434	ENSDARG00000058819	nog1	30174
6435	ENSDARG00000058820	bin1b	447863
6436	ENSDARG00000058848	MCOLN1	795916
6437	ENSDARG00000058874	zgc:113227	541506
6439	ENSDARG00000058893	nhej1	406593
6440	ENSDARG00000058903	GPR161	100332121
6443	ENSDARG00000058937	cldn10a	368619
6444	ENSDARG00000058953	abcc4	368620
6446	ENSDARG00000058995	jmjd4	767690
6447	ENSDARG00000059020	thap1	692315
6448	ENSDARG00000059128	uqcrh	566723
6449	ENSDARG00000059423	prune2	556822
6450	ENSDARG00000059432	FSD1L	100004668
6452	ENSDARG00000059455	DQX1	100002601
6454	ENSDARG00000059473	KANK4	101884737
6455	ENSDARG00000059474	mlxip	798052
6457	ENSDARG00000059485	emb	100141497
6458	ENSDARG00000059486	cplx4b	797490
6459	ENSDARG00000059498	arl16	100037345
6460	ENSDARG00000059510	coq2	100037331
6461	ENSDARG00000059523	RIMS4	570923
6462	ENSDARG00000059549	AKAP10	566920
6463	ENSDARG00000059553	SYMPK	570858
6465	ENSDARG00000059557	xylt2	563446
6466	ENSDARG00000059558	TECTA	561355
6467	ENSDARG00000059567	radil2a	102216267
6468	ENSDARG00000059574	fscn2a	798075
6469	ENSDARG00000059575	uhmk1	767721
6471	ENSDARG00000059582	sowahcb	563244
6472	ENSDARG00000059587	ABR	565190
6473	ENSDARG00000059596	CLIP2	556406
6474	ENSDARG00000059600	rabep1	568064
6475	ENSDARG00000059604	mtss1	560131
6476	ENSDARG00000059606	cenatac	767736
6477	ENSDARG00000059610	gpr146	565192
6478	ENSDARG00000059613	nprl2	559391
6479	ENSDARG00000059616	hs3st2	571246
6480	ENSDARG00000059634	thumpd3	561938
6481	ENSDARG00000059636	C5H2orf42	560957
6482	ENSDARG00000059642	MTMR14	323929
6483	ENSDARG00000059651	cidec	564304
6484	ENSDARG00000059654	eif3ba	796380
6485	ENSDARG00000059657	mks1	556706
6486	ENSDARG00000059658	mrm1	563095
6487	ENSDARG00000059680	fscn1a	558271
6488	ENSDARG00000059689	mblac2	563823
6489	ENSDARG00000059690	slc29a4a	559668
6490	ENSDARG00000059695	DUSP28	100005205
6491	ENSDARG00000059701	flii	560281
6492	ENSDARG00000059711	nol6	334362
6493	ENSDARG00000059712	SLC19A2	569085
6494	ENSDARG00000059714	arsk	562412
6495	ENSDARG00000059719	fam169aa	751650
6496	ENSDARG00000059722	ubac1	795038
6497	ENSDARG00000059743	tmem98	569392
6499	ENSDARG00000059768	gpatch8	565404
6500	ENSDARG00000059773	SRCIN1	565863
6501	ENSDARG00000059775	slc32a1	798575
6502	ENSDARG00000059781	ATCAY	100329872
6503	ENSDARG00000059794	kdm6al	569207
6505	ENSDARG00000059805	slc25a38a	767662
6507	ENSDARG00000059824	soat2	564868
6508	ENSDARG00000059836	ddit3	561924
6509	ENSDARG00000059846	epg5	569543
6510	ENSDARG00000059853	manbal	795041
6512	ENSDARG00000059857	blvra	767661
6513	ENSDARG00000059886	fam222ba	561123
6514	ENSDARG00000059887	eral1	569087
6516	ENSDARG00000059902	vps16	798985
6517	ENSDARG00000059906	sdc4	568593
6518	ENSDARG00000059914	SDR42E2	100535848
6519	ENSDARG00000059916	hyal1	664772
6520	ENSDARG00000059919	rusf1	555936
6521	ENSDARG00000059931	HYAL2	567869
6522	ENSDARG00000059963	POLK	562749
6523	ENSDARG00000059972	raly	402903
6525	ENSDARG00000059993	trpm4a	100004946
6526	ENSDARG00000059997	sv2ca	562345
6527	ENSDARG00000060010	iqgap2	563030
6528	ENSDARG00000060012	f2r	558477
6530	ENSDARG00000060041	lig1	556995
6531	ENSDARG00000060072	abi3a	767807
6532	ENSDARG00000060094	ptgis	559148
6533	ENSDARG00000060095	KCNB1	555284
6535	ENSDARG00000060115	lrrn1	568527
6536	ENSDARG00000060116	CAMK1	555945
6537	ENSDARG00000060120	glyctk	570678
6538	ENSDARG00000060123	PTPRG	569183
6539	ENSDARG00000060127	adamts3	102467218
6540	ENSDARG00000060130	dusp3b	568344
6541	ENSDARG00000060150	psmd11a	503934
6542	ENSDARG00000060153	H6PD	569348
6543	ENSDARG00000060192	rpusd1	767786
6544	ENSDARG00000060207	traf7	563746
6545	ENSDARG00000060210	d2hgdh	565889
6547	ENSDARG00000060246	slc16a6b	561766
6548	ENSDARG00000060249	wdr44	569045
6549	ENSDARG00000060263	pecam1a	569386
6550	ENSDARG00000060309	SRGAP3	561567
6552	ENSDARG00000060316	cish	767678
6553	ENSDARG00000060319	scn4bb	567239
6554	ENSDARG00000060322	ifi44c2	565601
6557	ENSDARG00000060345	apoda.1	767642
6558	ENSDARG00000060348	MAP3K3	560211
6559	ENSDARG00000060350	apoda.2	100148022
6560	ENSDARG00000060366	slc12a9	793341
6561	ENSDARG00000060398	RFT1	559873
6563	ENSDARG00000060415	ARHGEF28	559941
6564	ENSDARG00000060434	map1b	559032
6566	ENSDARG00000060526	bmp3	777717
6570	ENSDARG00000060596	prkaa1	100001198
6571	ENSDARG00000060631	garnl3	560594
6572	ENSDARG00000060637	clstn2a	100125749
6574	ENSDARG00000060662	prf1.9	569443
6575	ENSDARG00000060683	lrsam1	562066
6577	ENSDARG00000060741	SYT17	100000374
6578	ENSDARG00000060748	tsfm	567785
6579	ENSDARG00000060751	TAOK3	798408
6580	ENSDARG00000060767	smg7	565575
6581	ENSDARG00000060797	pfkmb	568001
6582	ENSDARG00000060846	CABP7	556082
6583	ENSDARG00000060865	SCAI	556383
6584	ENSDARG00000060889	mettl7a.3	569046
6585	ENSDARG00000060915	fbxl16	797939
6586	ENSDARG00000060929	rnf220a	561654
6587	ENSDARG00000060946	PIP5KL1	100149843
6588	ENSDARG00000060991	mief1	564985
6589	ENSDARG00000061017	spns2	568117
6590	ENSDARG00000061039	ATP10A	567172
6591	ENSDARG00000061047	ABCG4	564842
6592	ENSDARG00000061051	brinp3a.2	100001603
6594	ENSDARG00000061061	dpagt1	566539
6595	ENSDARG00000061066	c2cd2l	566488
6596	ENSDARG00000061091	GTPBP6	563225
6597	ENSDARG00000061093	PHLDB1	566287
6598	ENSDARG00000061095	stk36	566154
6599	ENSDARG00000061101	snx19a	100170806
6600	ENSDARG00000061108	EP300	565612
6601	ENSDARG00000061185	nat15	570640
6602	ENSDARG00000061208	rab40c	678600
6603	ENSDARG00000061213	rabep2	791143
6605	ENSDARG00000061248	xylt1	560951
6606	ENSDARG00000061257	C3H17orf75	751673
6607	ENSDARG00000061303	OCA2	567419
6608	ENSDARG00000061354	foxred2	767722
6609	ENSDARG00000061362	DIPK1A	797682
6610	ENSDARG00000061371	cdh18a	767768
6611	ENSDARG00000061409	BIVM	NA
6612	ENSDARG00000061468	ncaph	570062
6613	ENSDARG00000061478	igf2bp1	558182
6614	ENSDARG00000061505	mrps9	751681
6615	ENSDARG00000061508	tgfbrap1	565026
6617	ENSDARG00000061515	tmtops2a	568691
6618	ENSDARG00000061541	UNC5D	100002445
6619	ENSDARG00000061547	zgc:153409	100333562
6625	ENSDARG00000061590	CACHD1	794807
6626	ENSDARG00000061600	cemip2	566851
6627	ENSDARG00000061641	ankrd34bb	565548
6628	ENSDARG00000061651	marveld2b	563122
6629	ENSDARG00000061654	wwc3	566492
6630	ENSDARG00000061684	slc25a17	100093708
6631	ENSDARG00000061774	mbd3a	337133
6632	ENSDARG00000061797	zgc:154006	563016
6636	ENSDARG00000061817	KIF1A	100330443
6637	ENSDARG00000061819	wscd2	561091
6638	ENSDARG00000061836	nfixb	678521
6639	ENSDARG00000061848	col15a1b	558137
6640	ENSDARG00000061858	zgc:153968	768292
6641	ENSDARG00000061896	SLCO2A1	NA
6642	ENSDARG00000061923	amotl2a	558920
6643	ENSDARG00000061994	ACACB	556236
6644	ENSDARG00000062008	HS2ST1	100151174
6645	ENSDARG00000062030	GPR17	100331841
6647	ENSDARG00000062123	AGAP1	100148154
6648	ENSDARG00000062174	cacnb4b	678560
6649	ENSDARG00000062192	tbc1d8b	566657
6650	ENSDARG00000062216	narfl	560541
6651	ENSDARG00000062217	KCNJ3	557095
6653	ENSDARG00000062226	ino80db	563304
6654	ENSDARG00000062263	arhgap17b	100141341
6655	ENSDARG00000062302	ZNF652	557571
6656	ENSDARG00000062304	pdpk1a	768202
6657	ENSDARG00000062314	rasl10a	100004647
6658	ENSDARG00000062323	ADAM23	794175
6659	ENSDARG00000062376	nlgn3b	567415
6660	ENSDARG00000062427	CLCN2	100150892
6661	ENSDARG00000062430	gpd2	751628
6662	ENSDARG00000062511	golga3	570879
6663	ENSDARG00000062531	mapk8ip3	100318355
6664	ENSDARG00000062537	gng14	100330260
6665	ENSDARG00000062538	TMEM132C	NA
6666	ENSDARG00000062565	kcnh4a	100148126
6668	ENSDARG00000062594	coq7	559504
6672	ENSDARG00000062646	tet3	103283056
6674	ENSDARG00000062711	gal3st1a	793735
6675	ENSDARG00000062744	scn1lab	559447
6676	ENSDARG00000062748	pkn1b	100007897
6677	ENSDARG00000062757	zgc:158403	790939
6678	ENSDARG00000062780	AIFM3	100150876
6679	ENSDARG00000062799	baiap2a	678518
6680	ENSDARG00000062884	MAP3K2	558321
6681	ENSDARG00000062897	tnksb	567533
6682	ENSDARG00000062904	IDUA	567720
6683	ENSDARG00000062906	kcnv2b	567780
6685	ENSDARG00000062955	dipk1aa	678606
6686	ENSDARG00000062978	odad3	555601
6687	ENSDARG00000062998	pglyrp2	568634
6688	ENSDARG00000063009	catip	767803
6689	ENSDARG00000063021	rpain	751671
6690	ENSDARG00000063062	ubn2a	555525
6691	ENSDARG00000063153	bcl11ab	566491
6692	ENSDARG00000063213	mtif2	556465
6693	ENSDARG00000063218	ppm1la	556994
6694	ENSDARG00000063223	arl14	556921
6696	ENSDARG00000063264	PCDH9	100004118
6697	ENSDARG00000063276	msh3	565400
6698	ENSDARG00000063295	myh9a	333938
6699	ENSDARG00000063313	plbd1a	569736
6700	ENSDARG00000063341	czib	555997
6701	ENSDARG00000063438	srebf2	100037309
6702	ENSDARG00000063445	snap47	751727
6703	ENSDARG00000063446	iba57	100330979
6705	ENSDARG00000063538	kalrnb	678652
6707	ENSDARG00000063583	map2k4a	403052
6708	ENSDARG00000063649	tead3b	794293
6712	ENSDARG00000067560	gtf2h3	436837
6713	ENSDARG00000067563	kiss1rb	100002715
6714	ENSDARG00000067564	zgc:153044	751678
6715	ENSDARG00000067593	sco1	796572
6716	ENSDARG00000067605	napaa	567306
6717	ENSDARG00000067606	RSPH6A	100148286
6718	ENSDARG00000067607	srebf1	793274
6719	ENSDARG00000067608	zswim7	325530
6720	ENSDARG00000067646	tmem232	793774
6721	ENSDARG00000067656	kcmf1	393927
6724	ENSDARG00000067669	zglp1	751739
6725	ENSDARG00000067670	pomt1	569769
6726	ENSDARG00000067672	CARD9	796425
6727	ENSDARG00000067673	snapc4	561241
6728	ENSDARG00000067729	arid3c	569444
6729	ENSDARG00000067795	ifngr2	562820
6730	ENSDARG00000067806	zgc:158432	555281
6731	ENSDARG00000067813	zgc:171844	100151763
6732	ENSDARG00000067848	nmrk2	447879
6733	ENSDARG00000067850	jund	564873
6735	ENSDARG00000067916	lyn	447804
6737	ENSDARG00000067976	AR	100005148
6738	ENSDARG00000067981	steep1	447921
6739	ENSDARG00000067984	gas1b	777760
6742	ENSDARG00000068036	tmem119b	797637
6744	ENSDARG00000068088	tcnba	566714
6745	ENSDARG00000068096	atf5a	566223
6747	ENSDARG00000068130	spaca9	791588
6748	ENSDARG00000068148	arrdc1a	100006005
6749	ENSDARG00000068157	ehmt1a	100005761
6750	ENSDARG00000068176	uqcc1	767788
6751	ENSDARG00000068194	klf9	565869
6752	ENSDARG00000068220	mbl2	100008009
6754	ENSDARG00000068233	zgc:64051	393342
6757	ENSDARG00000068305	mrps14	751639
6760	ENSDARG00000068474	si:dkey-94e7.2	100141353
6761	ENSDARG00000068480	map7d2a	100005195
6762	ENSDARG00000068503	gbgt1l4	387303
6763	ENSDARG00000068551	elovl8a	767653
6765	ENSDARG00000068587	rabggtb	406386
6769	ENSDARG00000068759	si:ch211-244o22.2	561487
6770	ENSDARG00000068760	tnks1bp1	497601
6771	ENSDARG00000068820	h2az2a	252913
6772	ENSDARG00000068822	purba	565233
6774	ENSDARG00000068863	si:dkey-98f17.5	569123
6775	ENSDARG00000068910	nos1	60658
6776	ENSDARG00000068918	map2k2b	100002225
6777	ENSDARG00000068940	atp5meb	767750
6778	ENSDARG00000069012	ifnphi2	100126802
6779	ENSDARG00000069013	prdx4	570477
6780	ENSDARG00000069175	vps4b	393880
6781	ENSDARG00000069423	tmie	555430
6782	ENSDARG00000069729	mpg	566516
6783	ENSDARG00000069734	hbba2	445037
6786	ENSDARG00000069796	znf1124	100126136
6787	ENSDARG00000069806	SSTR2	560530
6790	ENSDARG00000069878	snu13a	393282
6791	ENSDARG00000069937	dnm2a	559334
6792	ENSDARG00000069940	ppap2d	559124
6793	ENSDARG00000069961	il21r.1	100134976
6794	ENSDARG00000070013	dmrt2b	558970
6795	ENSDARG00000070021	cyp3c4	558541
6796	ENSDARG00000070037	rgs8	436804
6797	ENSDARG00000070047	rgs4	569876
6798	ENSDARG00000070061	gfer	560433
6799	ENSDARG00000070074	lrp8	557734
6800	ENSDARG00000070122	stk11ip	795019
6801	ENSDARG00000070140	retsat.1	777751
6802	ENSDARG00000070148	cygb2	554176
6803	ENSDARG00000070174	PLEKHH3	571341
6804	ENSDARG00000070256	suz12a	794171
6805	ENSDARG00000070261	crlf3	550515
6806	ENSDARG00000070284	sft2d3	407688
6807	ENSDARG00000070341	or90a1	100001167
6808	ENSDARG00000070344	or90b2	100150771
6809	ENSDARG00000070368	casp6b.2	664751
6810	ENSDARG00000070371	kat7a	767644
6811	ENSDARG00000070391	tspan4b	556934
6812	ENSDARG00000070394	uroc1	556744
6813	ENSDARG00000070404	inka1b	327328
6814	ENSDARG00000070435	vapb	323628
6815	ENSDARG00000070458	zgc:153292	100003014
6817	ENSDARG00000070471	tarbp2	336141
6818	ENSDARG00000070484	zgc:195001	567531
6819	ENSDARG00000070485	cenps	569270
6820	ENSDARG00000070486	rbp7b	569308
6822	ENSDARG00000070565	ADAP2	100331455
6825	ENSDARG00000070570	ppp4ca	100003080
6826	ENSDARG00000070573	mapk3	399480
6828	ENSDARG00000070611	zgc:152986	101884054
6829	ENSDARG00000070617	vhl	791202
6830	ENSDARG00000070618	tatdn2	557931
6831	ENSDARG00000070676	ifnphi3	100126803
6832	ENSDARG00000070686	cdipt	404620
6833	ENSDARG00000070694	NXPH3	563017
6835	ENSDARG00000070713	prss60.1	799770
6836	ENSDARG00000070721	vdrb	564511
6837	ENSDARG00000070726	CNGA3	567242
6838	ENSDARG00000070730	GABRA5	799124
6839	ENSDARG00000070735	rnd2	751645
6840	ENSDARG00000070743	tmem45a	553643
6841	ENSDARG00000070746	sft2d2a	503601
6842	ENSDARG00000070780	rln3a	503864
6843	ENSDARG00000070792	lrrc15	791200
6844	ENSDARG00000070801	opa1	492332
6846	ENSDARG00000070824	ndufb5	797063
6847	ENSDARG00000070828	actl6a	192313
6848	ENSDARG00000070839	EVI5	553306
6849	ENSDARG00000070845	si:dkey-56d12.4	799220
6850	ENSDARG00000070864	bcl6aa	393707
6851	ENSDARG00000070866	tmem11	407695
6852	ENSDARG00000070867	smx5	57924
6853	ENSDARG00000070929	sox14	557661
6854	ENSDARG00000070932	hcrt	613239
6855	ENSDARG00000070951	hmga1b	768130
6856	ENSDARG00000070961	lepr	567241
6857	ENSDARG00000070966	insl5a	566602
6858	ENSDARG00000070979	FUT9	NA
6859	ENSDARG00000070991	mlpha	561905
6860	ENSDARG00000070995	inpp4ab	792527
6861	ENSDARG00000071011	cdk5r2a	550231
6862	ENSDARG00000071013	arl6ip6	100037347
6863	ENSDARG00000071025	dytn	563097
6864	ENSDARG00000071032	pnkd	497562
6866	ENSDARG00000071086	GPR155	100005567
6867	ENSDARG00000071113	XIRP2	559746
6869	ENSDARG00000071152	pick1	768194
6870	ENSDARG00000071159	sft2d2b	553724
6872	ENSDARG00000071196	cavin2b	447845
6874	ENSDARG00000071198	cep20	567944
6876	ENSDARG00000071215	palm3	790940
6877	ENSDARG00000071217	HS6ST3	792524
6878	ENSDARG00000071469	znf618	100330008
6879	ENSDARG00000073684	quo	321031
6880	ENSDARG00000073710	USP7	553758
6881	ENSDARG00000073713	NTNG1	559501
6883	ENSDARG00000073737	suds3	445099
6884	ENSDARG00000073761	MYO19	NA
6886	ENSDARG00000073813	scly	559537
6888	ENSDARG00000073841	HERC2	558479
6891	ENSDARG00000073869	pdzrn3b	100005518
6894	ENSDARG00000073974	COLGALT1	565862
6895	ENSDARG00000073985	pctp	566726
6897	ENSDARG00000074002	slc6a11a	558960
6898	ENSDARG00000074017	USP31	564487
6900	ENSDARG00000074064	rem2	798285
6901	ENSDARG00000074086	TECPR1	100151338
6902	ENSDARG00000074094	tgm2b	323856
6904	ENSDARG00000074146	zgc:113452	569975
6905	ENSDARG00000074148	RBPJL	503870
6906	ENSDARG00000074191	zgc:172253	100007732
6908	ENSDARG00000074242	serbp1a	335449
6909	ENSDARG00000074248	tmem237b	447898
6910	ENSDARG00000074265	dzip1l	553313
6912	ENSDARG00000074283	INPP5D	559103
6913	ENSDARG00000074301	cth	322055
6914	ENSDARG00000074309	CNNM4	100150651
6915	ENSDARG00000074310	RBFOX3	559412
6916	ENSDARG00000074311	MAST2	100001267
6917	ENSDARG00000074314	SKIC3	100332172
6919	ENSDARG00000074320	KCNAB3	100334158
6920	ENSDARG00000074337	cbfa2t2	767652
6923	ENSDARG00000074443	gas7a	793701
6924	ENSDARG00000074466	gdpd3a	406482
6926	ENSDARG00000074531	spag9a	558833
6927	ENSDARG00000074533	slc25a38b	571961
6928	ENSDARG00000074558	cntnap2b	563345
6929	ENSDARG00000074581	add2	570147
6930	ENSDARG00000074599	FRMD4B	100333566
6932	ENSDARG00000074634	keap1b	100003679
6934	ENSDARG00000074661	gper1	565271
6936	ENSDARG00000074669	cacng4b	794222
6937	ENSDARG00000074671	nptx1l	405872
6939	ENSDARG00000074703	CCDC97	793800
6941	ENSDARG00000074734	msl1a	100000715
6942	ENSDARG00000074739	SLITRK3	100007758
6943	ENSDARG00000074752	hlfa	768192
6945	ENSDARG00000074765	mhc1zja	571647
6946	ENSDARG00000074768	zgc:113295	541420
6948	ENSDARG00000074781	PTPRT	567095
6949	ENSDARG00000074794	NECAB3	101887165
6950	ENSDARG00000074842	snx8a	555448
6952	ENSDARG00000074892	pde6d	436981
6954	ENSDARG00000074903	itcha	100331274
6955	ENSDARG00000074921	FAM117B	570653
6956	ENSDARG00000074933	POLG2	100150674
6960	ENSDARG00000075034	RAVER2	797613
6962	ENSDARG00000075139	HDAC5	557486
6963	ENSDARG00000075159	MELTF	565942
6964	ENSDARG00000075163	cxcl20	567537
6968	ENSDARG00000075209	P4HTM	799930
6971	ENSDARG00000075249	FAM171A2	556398
6972	ENSDARG00000075261	timp2b	406650
6974	ENSDARG00000075296	fam83c	570133
6975	ENSDARG00000075297	trnt1	415249
6976	ENSDARG00000075339	ipp	570768
6977	ENSDARG00000075345	C3H16orf89	566173
6979	ENSDARG00000075368	MRM2	555586
6980	ENSDARG00000075380	kri1	402800
6981	ENSDARG00000075395	dguok	100005067
6983	ENSDARG00000075461	kmt5c	569041
6985	ENSDARG00000075530	pigu	560242
6986	ENSDARG00000075540	FAM107A	NA
6987	ENSDARG00000075557	APCDD1L	100001408
6988	ENSDARG00000075560	KMT2C	568162
6990	ENSDARG00000075569	GPBP1L1	799876
6991	ENSDARG00000075626	zgc:172090	565611
6992	ENSDARG00000075643	ifi35	559610
6993	ENSDARG00000075648	SEMA5B	100000009
6995	ENSDARG00000075673	ARHGAP21	326745
6996	ENSDARG00000075700	zswim2	561301
6997	ENSDARG00000075714	hoatz	566423
6998	ENSDARG00000075720	il2rb	793920
6999	ENSDARG00000075726	dhrs7b	550454
7000	ENSDARG00000075737	zgc:165518	100101650
7001	ENSDARG00000075743	mrpl47	557789
7002	ENSDARG00000075783	hmgxb4a	559742
7008	ENSDARG00000075830	SYT3	100000615
7009	ENSDARG00000075849	PRR12	557848
7011	ENSDARG00000075923	TXNRD2	798259
7012	ENSDARG00000075924	rapgef4b	100141331
7014	ENSDARG00000075962	vav3b	559145
7015	ENSDARG00000076017	tmem69	557512
7018	ENSDARG00000076094	KLHL30	559694
7019	ENSDARG00000076103	GRID2IP	561017
7020	ENSDARG00000076106	ftr43	553628
7021	ENSDARG00000076118	cdip1	557073
7023	ENSDARG00000076128	prkar1aa	494533
7024	ENSDARG00000076137	cldn26	793143
7026	ENSDARG00000076158	zgc:165583	100073338
7028	ENSDARG00000076221	fthl28	100006523
7029	ENSDARG00000076324	lmtk2	564666
7030	ENSDARG00000076330	dusp12	573998
7031	ENSDARG00000076351	brinp3a.1	569746
7032	ENSDARG00000076360	COA1	108179075
7034	ENSDARG00000076401	CACNG3	564883
7035	ENSDARG00000076404	MCTP1	103911113
7036	ENSDARG00000076411	CAVIN1	557070
7038	ENSDARG00000076437	zgc:163143	795946
7039	ENSDARG00000076490	ANKRD40	100005118
7042	ENSDARG00000076584	PATZ1	560290
7043	ENSDARG00000076586	csf2rb	100135062
7044	ENSDARG00000076592	man1b1b	556237
7046	ENSDARG00000076742	cyth1a	321938
7047	ENSDARG00000076745	zgc:193811	559801
7048	ENSDARG00000076754	slc9a7	554532
